"CODI_CAPA","CAPA_GENERICA","NOM_CAPA","ED50_COORD_X","ED50_COORD_Y","ETRS89_COORD_X","ETRS89_COORD_Y","LONGITUD","LATITUD","EQUIPAMENT","DISTRICTE","BARRI","NOM_DISTRICTE","NOM_BARRI","ADRECA","TELEFON"
"G008","Serveis religiosos","Esglésies catòliques",427429675,4583074641,427337771,"4582873.7","2.130824","41.394117","Residència Assistida per a Gent Gran la Nativitat de Nostra Senyora-Església",5,24,"Sarrià-Sant Gervasi","les Tres Torres","C Buïgas, 23",932045664
"G008","Serveis religiosos","Esglésies catòliques",433259,4585451446,433167043,4585250481,"2.200284","41.416029","Parròquia de Sant Lluís Gonzaga",10,72,"Sant Martí","Sant Martí de Provençals","Selva de Mar, 200",933135019
"G008","Serveis religiosos","Esglésies catòliques","428271.23",4578441932,428179317,4578241033,"2.141438","41.352467","Església del Polígon Eduard Aunós",3,12,"Sants-Montjuïc","la Marina del Prat Vermell","C Cisquer, 25","null"
"G003","Serveis religiosos","Centres budistes","431244.04",4582183896,431152101,4581982962,"2.176547","41.38643","Bori Centre Zen",1,4,"Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","C Beates, 8",932191905
"G008","Serveis religiosos","Esglésies catòliques",429513262,4580720242,429421338,4580519322,"2.156019","41.373097","Parròquia de la Mare de Déu de Lourdes",3,11,"Sants-Montjuïc","el Poble-sec","C Font Honrada, 33",934238655
"G008","Serveis religiosos","Esglésies catòliques",427983097,4580373786,427891187,"4580172.87","2.137765","41.369841","Parròquia de Sant Medir",3,16,"Sants-Montjuïc","la Bordeta","C Constitució, 17",934216527
"G008","Serveis religiosos","Esglésies catòliques",432207188,4584778404,432115241,4584577446,"2.187775","41.409879","Parròquia de Sant Martí del Clot",10,65,"Sant Martí","el Clot","Pl Canonge Rodó, s/n",932327416
"G009","Serveis religiosos","Esglésies evangèliques",430566897,4582019085,430474964,4581818153,"2.168468","41.384887","Església Evangèlica Protestant Barcelona - Centre",1,1,"Ciutat Vella","el Raval","C Tallers, 26",933189798
"G009","Serveis religiosos","Esglésies evangèliques",432926008,"4587423.13",432834055,4587222147,"2.196081","41.43376","Església Evangèlica del Ministeri del Poder de la Gràcia de Déu (Power of God's Grace Ministry)",9,59,"Sant Andreu","el Bon Pastor","T Estadella, 20*22","null"
"G003","Serveis religiosos","Centres budistes",429824262,4584371792,429732337,4584170838,"2.159314","41.406012","Sangha de Barcelona - Sangha Wake up Barcelona (Thich Nhat Hahn)",6,31,"Gràcia","la Vila de Gràcia","C Encarnació, 33",686747928
"G011","Serveis religiosos","Salons del regne",431386019,4588935253,431294081,4588734256,"2.177478","41.447248","Saló del Regne - Campreciós",8,50,"Nou Barris","les Roquetes","Campreciós, 32",933539654
"G008","Serveis religiosos","Esglésies catòliques",430070863,4583424395,429978935,"4583223.45","2.162374","41.397501","Església dels Pares Carmelites Descalços",2,7,"Eixample","la Dreta de l'Eixample","Av Diagonal, 424",934161585
"G007","Serveis religiosos","Esglésies adventistes",427139188,4580755965,427047286,4580555045,"2.127629","41.373207","Església Adventista del Setè Dia - Sants",3,17,"Sants-Montjuïc","Sants - Badal","C Carreras i Candi, 60","null"
"G008","Serveis religiosos","Esglésies catòliques",431183284,4587073729,431091347,"4586872.75","2.175264","41.430465","Parròquia de Santa Eulàlia de Vilapicina",8,45,"Nou Barris","Porta","Pg Fabra i Puig, 260",933525551
"G010","Serveis religiosos","Mesquites",434448589,4585412759,434356621,4585211794,"2.214521","41.415779","Mesquita Abu Bakr",10,70,"Sant Martí","el Besòs i el Maresme","C Mogent, 5","null"
"G008","Serveis religiosos","Esglésies catòliques",431365409,"4586238.19","431273.47",4586037218,"2.177538","41.422955","Obra Benèfico Social Nen Déu-Església",7,35,"Horta-Guinardó","el Guinardó","Rda Guinardó, 224",934356440
"G008","Serveis religiosos","Esglésies catòliques",430841821,4583964554,430749886,4583763604,"2.171533","41.402433","Església de les Filles de la Caritat",2,6,"Eixample","la Sagrada Família","C Provença, 389",934578848
"G008","Serveis religiosos","Esglésies catòliques",430216521,4581258089,430124591,4581057164,"2.164366","41.378003","Església de Sant Antoni Abat",1,1,"Ciutat Vella","el Raval","Rda Sant Pau, 72",934410605
"G009","Serveis religiosos","Esglésies evangèliques",431475839,4590593255,"431383.9",4590392243,"2.178365","41.462189","Esglèsia Evangèlica Ciutat Meridiana",8,55,"Nou Barris","Ciutat Meridiana","Av Rasos de Peguera, 32-34",935881515
"G009","Serveis religiosos","Esglésies evangèliques",431493472,4587126727,431401532,4586925747,"2.17897","41.430969","Església Evangèlica Cambiando Tu Destino - Barcelona",8,45,"Nou Barris","Porta","C Santapau, 53","null"
"G009","Serveis religiosos","Esglésies evangèliques",428009413,4581098356,427917503,4580897433,"2.137993","41.376369","Església Evangèlica Alcance Victoria Barcelona - Sants",3,18,"Sants-Montjuïc","Sants","C Ciceró, 8",693410593
"G008","Serveis religiosos","Esglésies catòliques",432259874,"4586340.32",432167927,4586139347,"2.18823","41.423951","Parròquia de Crist Rei",9,61,"Sant Andreu","la Sagrera","C Martí Molins, 45",933524659
"G008","Serveis religiosos","Esglésies catòliques","430256.03",4586872495,430164101,4586671518,"2.16419","41.428573","Parròquia de Sant Marcel",7,43,"Horta-Guinardó","Horta","C Petrarca, 52",934292276
"G008","Serveis religiosos","Esglésies catòliques",431795283,4583700329,431703339,4583499381,"2.182969","41.400135","Parròquia de la Mare de Déu del Roser",2,5,"Eixample","el Fort Pienc","G.V. Corts Catalanes, 796",932324657
"G009","Serveis religiosos","Esglésies evangèliques",433240406,4583703367,433148449,4583502418,"2.200254","41.400283","Església Evangèlica The Great Comission Ministry",10,68,"Sant Martí","el Poblenou","C Llacuna, 44",636254801
"G008","Serveis religiosos","Esglésies catòliques",430200882,4583064775,430108953,4582863833,"2.16397","41.394273","Església del Santíssim Sagrament - Camps Elisis",2,7,"Eixample","la Dreta de l'Eixample","Ptge Camps Elisis, 8",932154241
"G009","Serveis religiosos","Esglésies evangèliques",431506202,4587155176,431414262,4586954196,"2.179119","41.431226","Església Evangèlica Mensaje de Salvación",8,45,"Nou Barris","Porta","C Santapau, 60","null"
"G008","Serveis religiosos","Esglésies catòliques",429716924,4584197958,429625,4583997006,"2.15805","41.404437","Església de les Dominiques",6,31,"Gràcia","la Vila de Gràcia","C Sant Lluís, 1",932377957
"G009","Serveis religiosos","Esglésies evangèliques",433155252,4586146572,433063296,4585945601,"2.198966","41.422281","Església Evangèlica Pentecostal Déu és Amor",10,73,"Sant Martí","la Verneda i la Pau","C Josep Miret, 15",933052389
"G008","Serveis religiosos","Esglésies catòliques",430850198,4581527906,430758262,4581326978,"2.171912","41.380488","Parròquia de Sant Agustí",1,1,"Ciutat Vella","el Raval","Pl Sant Agustí, 2",933183863
"G009","Serveis religiosos","Esglésies evangèliques","432361.93",4586102277,432269982,4585901306,"2.189478","41.421816","Església Evangèlica Pentecostal Moviment Missioner Mundial",9,61,"Sant Andreu","la Sagrera","C Costa Rica, 31",931872819
"G003","Serveis religiosos","Centres budistes",427118777,4580653482,427026875,4580452563,"2.127397","41.372282","Centre Zen Barcelona",3,17,"Sants-Montjuïc","Sants - Badal","C Bacardí, 10","null"
"G009","Serveis religiosos","Esglésies evangèliques",431568208,"4587297.37",431476267,4587096388,"2.179845","41.432512","Església Evangèlica Amor de Dios Gospel Ministerio Internacional (Aka Agape Chapel)",8,45,"Nou Barris","Porta","Pg Ciutat de Mallorca, 5",630673900
"G014","Serveis religiosos","Altres",430457439,4584067476,430365508,4583866525,"2.166923","41.403327","Església d'Unificació",6,32,"Gràcia","el Camp d'en Grassot i Gràcia Nova","C Roger de Flor, 282",931153308
"G009","Serveis religiosos","Esglésies evangèliques",431508556,4587238946,431416616,4587037965,"2.179138","41.431981","Església Evangèlica Unida de Barcelona (Assemblea de Germans)",8,45,"Nou Barris","Porta","C Santapau, 102",933401000
"G006","Serveis religiosos","Comunitats ortodoxes",429164923,4581087744,429073003,4580886821,"2.151811","41.376376","Parròquia de Sant Jordi - Patriarcat de Romania",2,10,"Eixample","Sant Antoni","G.V. Corts Catalanes, 406",650318404
"G009","Serveis religiosos","Esglésies evangèliques",427573652,4580546875,427481746,4580345957,"2.132849","41.371363","Església Evangèlica Misionera Discípulos de Jesucristo",3,18,"Sants-Montjuïc","Sants","C Bonaventura Pollés, 15",935355423
"G008","Serveis religiosos","Esglésies catòliques",429769822,4584774431,429677897,4584573473,"2.158616","41.409634","Església de les Franciscanes Missioneres de Maria",6,31,"Gràcia","la Vila de Gràcia","C Llorer, 9",932841911
"G009","Serveis religiosos","Esglésies evangèliques",433315086,"4585878.35",433223129,4585677381,"2.200908","41.419879","Església Evangèlica Cristiana Portes Obertes",10,72,"Sant Martí","Sant Martí de Provençals","C Cantàbria, 31*bis",661988471
"G008","Serveis religiosos","Esglésies catòliques",430622701,4586830452,430530769,4586629475,"2.168583","41.428226","Església del Cor de Maria",8,44,"Nou Barris","Vilapicina i la Torre Llobeta","C Escultor Llimona, 34",933571362
"G008","Serveis religiosos","Esglésies catòliques","427986.35","4586865.6",427894442,4586664624,"2.13703","41.42831","Església de Maria Auxiliadora",7,39,"Horta-Guinardó","Sant Genís dels Agudells","C Saldes, 2*30",934183298
"G008","Serveis religiosos","Esglésies catòliques",433328477,"4588908.55",433236521,4588707553,"2.200733","41.447172","Parròquia de la Mare de Déu de l'Esperança",9,58,"Sant Andreu","Baró de Viver","Pl Veracruz, 2",933455661
"G008","Serveis religiosos","Esglésies catòliques",431405982,4583253511,431314042,4583052567,"2.178363","41.396077","Parròquia de Sant Oleguer, Bisbe",2,5,"Eixample","el Fort Pienc","C Nàpols, 133*137",932313604
"G008","Serveis religiosos","Esglésies catòliques",431211354,4581947319,431119415,4581746387,"2.176183","41.384296","Santa Església Catedral Basílica de Barcelona",1,2,"Ciutat Vella","el Barri Gòtic","Pla Seu, 3",933428260
"G009","Serveis religiosos","Esglésies evangèliques",432199862,4585260072,432107915,4585059109,"2.187633","41.414217","Església Evangèlica Missió Evangèlica Maranatha",10,65,"Sant Martí","el Clot","C Múrcia, 6",601381080
"G009","Serveis religiosos","Esglésies evangèliques",427850128,"4579911.7","427758.22",4579710788,"2.13623","41.365667","Església Evangèlica Cristiana Xinesa de Barcelona - Plaça Cerdà",3,16,"Sants-Montjuïc","la Bordeta","G.V. Corts Catalanes, 133",934222599
"G008","Serveis religiosos","Esglésies catòliques",429191614,4583767179,429099694,4583566231,"2.151817","41.400511","Parròquia de Santa Teresa de l'Infant Jesús",6,31,"Gràcia","la Vila de Gràcia","Via Augusta, 68",932373153
"G011","Serveis religiosos","Salons del regne",433242247,4584973376,"433150.29",4584772415,"2.200136","41.411722","Saló del Regne - Perú",10,71,"Sant Martí","Provençals del Poblenou","C Perú, 187*189",933073342
"G008","Serveis religiosos","Esglésies catòliques",430433369,4584359064,430341438,"4584158.11","2.166602","41.405951","Parròquia de l'Immaculat Cor de Maria",6,32,"Gràcia","el Camp d'en Grassot i Gràcia Nova","C Sant Antoni Maria Claret, 45",934586076
"G008","Serveis religiosos","Esglésies catòliques",432282843,4581256524,432190894,4581055598,"2.189074","41.378165","Parròquia de Santa Maria de Cervelló (Socós)",1,3,"Ciutat Vella","la Barceloneta","C Almirall Cervera, 8",932216550
"G003","Serveis religiosos","Centres budistes",429327553,4583612274,429235632,4583411327,"2.153461","41.399128","Centre Budista Mahayana Tara",6,31,"Gràcia","la Vila de Gràcia","Pl Gal.la Placídia, 8",932170474
"G008","Serveis religiosos","Esglésies catòliques",430204489,"4582740.12","430112.56",4582539181,"2.164051","41.39135","Església del Santíssim Sagrament - Aragó",2,7,"Eixample","la Dreta de l'Eixample","C Aragó, 268",932160213
"G010","Serveis religiosos","Mesquites",431519453,4582456716,431427511,4582255779,"2.17981","41.38891","Mesquita Ali",1,4,"Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","C Basses de Sant Pere, 22","null"
"G010","Serveis religiosos","Mesquites","431392.92",4582070855,431300979,4581869922,"2.17834","41.385424","Mesquita Abi Ayub Alansari",1,4,"Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","C Massanet, 5","null"
"G003","Serveis religiosos","Centres budistes",429929506,4583803485,429837579,4583602536,"2.160639","41.400903","Centre Dojo Zen de Barcelona Ryokan",6,31,"Gràcia","la Vila de Gràcia","C Tordera, 18",635961721
"G008","Serveis religiosos","Esglésies catòliques",429642055,4587607873,429550132,4587406889,"2.156757","41.435142","Església de la Mare de Déu del Carme",7,43,"Horta-Guinardó","Horta","C Lloret de Mar, 66",934275844
"G008","Serveis religiosos","Esglésies catòliques",426473971,4583638871,426382076,4583437925,"2.119325","41.399111","Centre Educatiu Padre Damián Sagrados Corazones-Església dels Sagrats Cors *Pg. Reina Elisenda",5,23,"Sarrià-Sant Gervasi","Sarrià","Pg Reina Elisenda Montcada, 18",932524160
"G008","Serveis religiosos","Esglésies catòliques",434173131,4585756865,434081166,4585555897,"2.211188","41.418856","Parròquia de Sant Paulí de Nola",10,70,"Sant Martí","el Besòs i el Maresme","Alfons el Magnànim, 125",933143558
"G009","Serveis religiosos","Esglésies evangèliques",430779611,4587276907,430687678,4587075926,"2.17041","41.43226","Església Evangèlica Baptista del Turó de la Peira",8,46,"Nou Barris","el Turó de la Peira","C Montmajor, 15*17",933585001
"G009","Serveis religiosos","Esglésies evangèliques",428287293,"4581113.42",428195381,4580912497,"2.141314","41.37653","Comunitat Cristiana Àrab",3,15,"Sants-Montjuïc","Hostafrancs","C Muntadas, 24*26",932464938
"G008","Serveis religiosos","Esglésies catòliques",429347928,4582748667,429256007,4582547728,"2.153805","41.391352","Santuari de la Mare de Déu del Sagrat Cor",2,8,"Eixample","l'Antiga Esquerra de l'Eixample","C Rosselló, 175",934304831
"G008","Serveis religiosos","Esglésies catòliques",428076851,4585050956,427984942,4584849996,"2.138329","41.411975","Parròquia de Santa Cecília",5,27,"Sarrià-Sant Gervasi","el Putxet i el Farró","Pg Sant Gervasi, 66*68",934174692
"G008","Serveis religiosos","Esglésies catòliques",430521613,4583095699,430429681,4582894757,"2.167803","41.39458","Parròquia de la Puríssima Concepció - Basílica",2,7,"Eixample","la Dreta de l'Eixample","C Aragó, 299",934576552
"G014","Serveis religiosos","Altres",431311472,"4584913.83",431219533,4584712871,"2.177043","41.411023","Església de Scientology de Catalunya",10,64,"Sant Martí","el Camp de l'Arpa del Clot","C Dos de Maig, 310",934555530
"G009","Serveis religiosos","Esglésies evangèliques",431187001,4583552859,431095063,4583351912,"2.175709","41.398754","Església Evangèlica Cristiana Xinesa de Barcelona - Consell de Cent",2,5,"Eixample","el Fort Pienc","C Consell de Cent, 461",935288388
"G011","Serveis religiosos","Salons del regne",430419984,4584997121,430328053,4584796161,"2.166368","41.411696","Saló del Regne - Ronda Guinardó",7,33,"Horta-Guinardó","el Baix Guinardó","Rda Guinardó, 40",934567437
"G010","Serveis religiosos","Mesquites",432147022,4586524849,432055076,4586323874,"2.186859","41.425604","Centre Islàmic de Barcelona",9,61,"Sant Andreu","la Sagrera","Av Meridiana, 0326",933514901
"G008","Serveis religiosos","Esglésies catòliques",429204853,4584104742,429112933,4583903791,"2.151935","41.403553","Església de la Preciosíssima Sang",6,31,"Gràcia","la Vila de Gràcia","C Gran de Gràcia, 177","null"
"G003","Serveis religiosos","Centres budistes","430137.64",4582066058,430045711,4581865125,"2.163329","41.385273","Dudjom Tersar, Centre budista Yeshe Nyingpo Barcelona",2,10,"Eixample","Sant Antoni","Pl Universitat, 1",666463015
"G014","Serveis religiosos","Altres",433471908,4585513014,433379949,4585312048,"2.202824","41.416601","Congregació Unitària Universalista de Barcelona",10,72,"Sant Martí","Sant Martí de Provençals","C Andrade, 176",654280743
"G009","Serveis religiosos","Esglésies evangèliques",429545416,4580913954,429453492,4580713032,"2.156381","41.374845","Església Evangèlica Assemblea de Germans - Paral·lel",3,11,"Sants-Montjuïc","el Poble-sec","Av Paral.lel, 167",933258536
"G009","Serveis religiosos","Esglésies evangèliques",431549758,4587947969,431457818,4587746981,"2.17955","41.43837","Església Evangèlica Avivamiento",8,45,"Nou Barris","Porta","C Artà, 7","null"
"G008","Serveis religiosos","Esglésies catòliques",432593481,4587736746,432501531,"4587535.76","2.192066","41.436556","Parròquia de Sant Andreu",9,60,"Sant Andreu","Sant Andreu","C Pont, 3",933450959
"G008","Serveis religiosos","Esglésies catòliques",431423023,4585943699,431331083,"4585742.73","2.178261","41.420308","Parròquia de Santa Isabel d'Aragó i Sant Joaquim",7,35,"Horta-Guinardó","el Guinardó","Oblit, 24",934364135
"G009","Serveis religiosos","Esglésies evangèliques",434043787,4587457932,433951824,4587256948,"2.209454","41.434166","Església Evangèlica de Filadèlfia - La Verneda",9,59,"Sant Andreu","el Bon Pastor","C l'Avançada, 1","null"
"G009","Serveis religiosos","Esglésies evangèliques",429744499,4584056332,429652574,4583855381,"2.158396","41.403164","Església Evangèlica Assemblea de Germans - Gràcia",6,31,"Gràcia","la Vila de Gràcia","C Terol, 22",932845059
"G008","Serveis religiosos","Esglésies catòliques",430868529,4586058708,430776594,4585857738,"2.171613","41.421296","Església dels Germans Missioners dels Malalts Pobres",7,35,"Horta-Guinardó","el Guinardó","C Sales i Ferré, 60",934363956
"G008","Serveis religiosos","Esglésies catòliques",428782437,4583534113,428690521,4583333167,"2.14695","41.398376","Església de Jesucrist Summe i Etern Sacerdot",5,26,"Sarrià-Sant Gervasi","Sant Gervasi - Galvany","C Aribau, 290",932004528
"G009","Serveis religiosos","Esglésies evangèliques",432312374,4587677665,432220427,"4587476.68","2.188708","41.436001","Església Evangèlica de Déu de la Profecia - COGOP Barcelona",9,60,"Sant Andreu","Sant Andreu","C Sant Marià, 12",647155109
"G009","Serveis religiosos","Esglésies evangèliques",432275624,4587318254,432183677,4587117272,"2.188309","41.43276","Església Evangèlica de la Gràcia",9,60,"Sant Andreu","Sant Andreu","C Coroleu, 13",932740642
"G003","Serveis religiosos","Centres budistes","431286.02",4582544536,431194081,4582343599,"2.177008","41.389681","Sakya Gephel Ling",1,4,"Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","C Trafalgar, 50",933150240
"G009","Serveis religiosos","Esglésies evangèliques",429180693,4583297172,429088773,4583096228,"2.151741","41.396277","Església Evangèlica Korea Assemblies of Barcelona Full Gospel Church",5,26,"Sarrià-Sant Gervasi","Sant Gervasi - Galvany","C Tuset, 28",932159138
"G008","Serveis religiosos","Esglésies catòliques",431338867,4581751706,431246927,4581550776,"2.17773","41.382545","Parròquia dels Sants Just i Pastor - Basílica",1,2,"Ciutat Vella","el Barri Gòtic","C Rera Sant Just, 1",933017433
"G009","Serveis religiosos","Esglésies evangèliques",434743758,4585222181,434651787,4585021218,"2.218073","41.414086","Església Evangèlica Alcance Victoria Barcelona - Besòs",10,70,"Sant Martí","el Besòs i el Maresme","C Alfons el Magnànim, 6*10",637867110
"G008","Serveis religiosos","Esglésies catòliques",429046585,4587846302,428954668,4587645316,"2.149603","41.437237","Església de les Llars Mundet",7,43,"Horta-Guinardó","Horta","Pg Vall d'Hebron, 185",934285219
"G009","Serveis religiosos","Esglésies evangèliques",433512976,4584581197,433421017,"4584380.24","2.203418","41.408212","Església Protestant Ciutat Nova - Barcelona (CN22@)",10,71,"Sant Martí","Provençals del Poblenou","C Bac de Roda, 118","null"
"G008","Serveis religiosos","Esglésies catòliques",430042011,4582432372,429950083,4582231436,"2.162143","41.388564","Església de Sant Gaietà",2,8,"Eixample","l'Antiga Esquerra de l'Eixample","C Consell de Cent, 293",934549863
"G008","Serveis religiosos","Esglésies catòliques",429517937,4582636577,429426014,4582435639,"2.155852","41.390357","Parròquia de Sant Sever i Sant Vicenç de Paül",2,8,"Eixample","l'Antiga Esquerra de l'Eixample","C Provença, 210",934539134
"G008","Serveis religiosos","Esglésies catòliques",428928044,4581581779,428836126,4581380851,"2.148921","41.380805","Parròquia de Sant Llorenç",2,9,"Eixample","la Nova Esquerra de l'Eixample","C Entença, 109*111",932260306
"G009","Serveis religiosos","Esglésies evangèliques",429178264,4586976008,429086345,"4586775.03","2.151281","41.42941","Església Evangèlica Mennonita",7,42,"Horta-Guinardó","la Clota","Av Cardenal Vidal Barraquer, 28",934292704
"G009","Serveis religiosos","Esglésies evangèliques",430737992,4581322466,430646057,"4581121.54","2.170594","41.378628","Comunitat Cristiana La Viña - Ciutat Vella",1,1,"Ciutat Vella","el Raval","C Espalter, 2",935106083
"G009","Serveis religiosos","Esglésies evangèliques",433271407,"4583691.66","433179.45",4583490711,"2.200626","41.400181","Església Evangèlica Poblenou",10,68,"Sant Martí","el Poblenou","C Llull, 161",934854841
"G008","Serveis religiosos","Esglésies catòliques",426460946,4586190384,426369052,4585989414,"2.118859","41.42209","Parròquia del Sagrat Cor de Jesús del Tibidabo - Basílica",5,22,"Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes","Pl Tibidabo, 5",934175686
"G009","Serveis religiosos","Esglésies evangèliques",429878265,4582171992,429786338,4581971058,"2.160215","41.386204","Església Evangèlica Jesus is Lord - Muntaner",2,8,"Eixample","l'Antiga Esquerra de l'Eixample","C Muntaner, 46",934428575
"G009","Serveis religiosos","Esglésies evangèliques",427963014,4580503045,427871105,4580302127,"2.137509","41.371003","Església Evangèlica Misión Evangélica China Española",3,16,"Sants-Montjuïc","la Bordeta","C Olzinelles, 91",934221133
"G008","Serveis religiosos","Esglésies catòliques",429218887,4581572872,429126966,4581371944,"2.1524","41.380751","Parròquia de la Mare de Déu de la Medalla Miraculosa",2,9,"Eixample","la Nova Esquerra de l'Eixample","C Consell de Cent, 110*118",934234676
"G008","Serveis religiosos","Esglésies catòliques",430774926,4581810782,430682991,4581609851,"2.17098","41.383029","Parròquia de la Mare de Déu de Betlem",1,1,"Ciutat Vella","el Raval","C Carme, 2",933183823
"G009","Serveis religiosos","Esglésies evangèliques",432287675,4583729736,432195727,4583528787,"2.188855","41.400441","Església Evangèlica Pentecostal Unida d'Espanya (Monte de Sion) - Àlaba",10,66,"Sant Martí","el Parc i la Llacuna del Poblenou","C Àlaba, 148",935651636
"G008","Serveis religiosos","Esglésies catòliques",431473056,4582492472,431381115,4582291535,"2.179251","41.389228","Parròquia de Sant Pere de les Puel·les",1,4,"Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","Pl Sant Pere, s/n",932680742
"G009","Serveis religiosos","Esglésies evangèliques",430706951,4586737716,430615018,"4586536.74","2.169602","41.427398","Església Evangèlica Cristiana - Maragall",8,44,"Nou Barris","Vilapicina i la Torre Llobeta","Pg Maragall, 302","null"
"G008","Serveis religiosos","Esglésies catòliques",429791875,4583050437,429699949,4582849495,"2.15908","41.394109","Parròquia de Sant Ramon de Penyafort",2,7,"Eixample","la Dreta de l'Eixample","Rbla Catalunya, 115",932150237
"G009","Serveis religiosos","Esglésies evangèliques",429262138,4584622352,429170218,4584421396,"2.15256","41.40822","Església Evangèlica Baptista de Gràcia",6,31,"Gràcia","la Vila de Gràcia","C Verdi, 191",932171037
"G008","Serveis religiosos","Esglésies catòliques",428064956,"4583079.94",427973046,4582878999,"2.138422","41.394222","Parròquia de Sant Gregori Taumaturg",5,26,"Sarrià-Sant Gervasi","Sant Gervasi - Galvany","Pl Sant Gregori Taumaturg, s/n",932012121
"G008","Serveis religiosos","Esglésies catòliques",432024062,4589009656,431932118,4588808658,"2.185107","41.447973","Parròquia de Sant Josep Obrer *Nou Barris",8,53,"Nou Barris","la Trinitat Nova","C Palamós, 49",933547249
"G008","Serveis religiosos","Esglésies catòliques","427195.61",4581408283,427103708,4581207357,"2.128225","41.379087","Parròquia de Santa Tecla",4,20,"Les Corts","la Maternitat i Sant Ramon","Av Madrid, 107*115",933398579
"G006","Serveis religiosos","Comunitats ortodoxes",432103015,"4585021.81",432011069,4584820849,"2.186501","41.412063","Església Ortodoxa Apostòlica Antioquena d'Espanya",10,64,"Sant Martí","el Camp de l'Arpa del Clot","Av Meridiana, 153",934566168
"G008","Serveis religiosos","Esglésies catòliques",428571631,4580885208,428479716,4580684287,"2.144741","41.3745","Parròquia de Sant Àngel Custodi",3,15,"Sants-Montjuïc","Hostafrancs","C Vilardell, 50",934233289
"G003","Serveis religiosos","Centres budistes",432407592,"4585156.58",432315643,4584955618,"2.19013","41.413302","Associació Rigpa Espanya",10,65,"Sant Martí","el Clot","C Clot, 167-171",653362904
"G008","Serveis religiosos","Esglésies catòliques",429042174,4587675511,428950257,4587474527,"2.14957","41.435699","Centre Educatiu Sant Joan Bosco-Església",7,41,"Horta-Guinardó","la Vall d'Hebron","Pg Vall d'Hebron, 258",934283219
"G008","Serveis religiosos","Esglésies catòliques",428164067,4579922141,428072156,4579721229,"2.139982","41.36579","Parròquia de Sant Bartomeu",3,13,"Sants-Montjuïc","la Marina de Port","C Mare de Déu de Port, 350",932231293
"G008","Serveis religiosos","Esglésies catòliques",430220209,4586887857,430128281,"4586686.88","2.16376","41.428708","Residència  Fundació Valldejuli-Església",7,43,"Horta-Guinardó","Horta","Pg Maragall, 378",934294339
"G009","Serveis religiosos","Esglésies evangèliques",427826705,4578446102,427734796,4578245204,"2.136124","41.352465","Església Evangèlica Centro Cristiano Kairós",3,12,"Sants-Montjuïc","la Marina del Prat Vermell","C Acer, 33*37",934359401
"G009","Serveis religiosos","Esglésies evangèliques",430167579,4581418627,"430075.65","4581217.7","2.163762","41.379444","Església Evangèlica Pan de Vida Compañerismo Cristiano",1,1,"Ciutat Vella","el Raval","C Príncep de Viana, 9","null"
"G009","Serveis religiosos","Esglésies evangèliques",431490872,4588317741,431398932,"4588116.75","2.178804","41.441696","Església Evangèlica Apostòlica del Nom de Jesús - Nou Barris",8,52,"Nou Barris","la Prosperitat","C Conflent, 3*5",933532849
"G009","Serveis religiosos","Esglésies evangèliques",431150608,"4588134.23",431058671,4587933241,"2.174752","41.440014","Església Evangèlica Manada Pequeña",8,51,"Nou Barris","Verdun","C Pare Rodés, 8",620118267
"G014","Serveis religiosos","Altres",431703227,4583610262,431611284,4583409315,"2.181878","41.399316","Església de Scientology de Catalunya - Centre de Dianètica a Barcelona",2,5,"Eixample","el Fort Pienc","G.V. Corts Catalanes, 780",936677145
"G009","Serveis religiosos","Esglésies evangèliques",431774743,4587926213,431682801,4587725226,"2.182246","41.438194","Església Evangèlica de Filadèlfia - Renfe-Meridiana",8,45,"Nou Barris","Porta","C Manuel Sanchis i Guarner, 7*9","null"
"G008","Serveis religiosos","Esglésies catòliques",429601269,4585863759,429509346,4585662791,"2.156472","41.41943","Parròquia de la Mare de Déu de Mont Carmel",7,37,"Horta-Guinardó","el Carmel","Santuari, 116",934295793
"G008","Serveis religiosos","Esglésies catòliques","430372.99",4581960505,430281059,4581759573,"2.166156","41.384343","Església de Santa Maria de Montalegre",1,1,"Ciutat Vella","el Raval","C Valldonzella, 13",933014347
"G009","Serveis religiosos","Esglésies evangèliques",430779765,4587277205,430687832,4587076224,"2.170411","41.432263","Església Evangèlica Baptista Romanesa",8,46,"Nou Barris","el Turó de la Peira","C Montmajor, 15*17","null"
"G008","Serveis religiosos","Esglésies catòliques",431696791,4585100511,431604849,"4584899.55","2.181632","41.412737","Església de Sant Joan Baptista",10,64,"Sant Martí","el Camp de l'Arpa del Clot","C Joan de Peguera, 20","null"
"G008","Serveis religiosos","Esglésies catòliques",426749539,4582725879,426657641,4582524941,"2.122732","41.390914","Parròquia de Sant Ot",5,23,"Sarrià-Sant Gervasi","Sarrià","Pg Manuel Girona, 25",932037451
"G008","Serveis religiosos","Esglésies catòliques","427073.83",4583678572,"426981.93",4583477625,"2.126495","41.399524","Parròquia de la Mare de Déu de Lourdes",5,24,"Sarrià-Sant Gervasi","les Tres Torres","C Anglí, 15",932038766
