"CODI_CAPA","CAPA_GENERICA","NOM_CAPA","ED50_COORD_X","ED50_COORD_Y","ETRS89_COORD_X","ETRS89_COORD_Y","LONGITUD","LATITUD","EQUIPAMENT","DISTRICTE","BARRI","NOM_DISTRICTE","NOM_BARRI","ADRECA","TELEFON"
"G010","Serveis religiosos","Mesquites",430720862,"4580816.64",430628927,4580615719,"2.170447","41.37407","Mesquita Fezane Madina",3,11,"Sants-Montjuïc","el Poble-sec","C Cabanes, 16","null"
"G009","Serveis religiosos","Esglésies evangèliques",430457439,4584067476,430365508,4583866525,"2.166923","41.403327","Església Evangèlica Casa Evangèlica El Camí",6,32,"Gràcia","el Camp d'en Grassot i Gràcia Nova","C Roger de Flor, 282",931654913
"G009","Serveis religiosos","Esglésies evangèliques",428858098,4580744468,"428766.18",4580543548,"2.148183","41.373258","Església Evangèlica Pentecostal Unida d'Espanya - Mèxic",3,11,"Sants-Montjuïc","el Poble-sec","C Mèxic, 15",936652869
"G008","Serveis religiosos","Esglésies catòliques",429753199,4587990706,429661275,4587789719,"2.158043","41.4386","Centre Educatiu Providencia del Corazón de Jesús-Església del Sagrat Cor",7,43,"Horta-Guinardó","Horta","C Scala Dei, 1",934215121
"G008","Serveis religiosos","Esglésies catòliques",429717626,4583312575,429625701,4583111631,"2.158161","41.396463","Església de Nostra Senyora de Pompeia",6,31,"Gràcia","la Vila de Gràcia","Av Diagonal, 450",934160963
"G003","Serveis religiosos","Centres budistes",430450442,4582219635,"430358.51",4582018701,"2.167052","41.386683","Dojo Zen Barcelona Kannon",2,7,"Eixample","la Dreta de l'Eixample","Rda Universitat, 14","null"
"G003","Serveis religiosos","Centres budistes",428156624,4581994367,428064713,4581793436,"2.139647","41.384452","Centre Budista Associació Cultural Consciència Clara (Fu Gang San/Luz Clara). Blia",4,19,"Les Corts","les Corts","C Nicaragua, 79",934190135
"G008","Serveis religiosos","Esglésies catòliques",432971667,4585994595,432879713,4585793625,"2.196786","41.420897","Parròquia de Sant Martí de Provençals",10,72,"Sant Martí","Sant Martí de Provençals","Pl Ignasi Juliol, s/n",933134609
"G008","Serveis religiosos","Esglésies catòliques","431259.44",4582209518,431167501,4582008584,"2.176728","41.386662","Santuari de la Mare de Déu de l'Ajuda",1,4,"Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","C Sant Pere Més Baix, 18",933190087
"G008","Serveis religiosos","Esglésies catòliques",431274763,4582254154,431182824,4582053219,"2.176907","41.387065","Capella de Sant Josep Oriol",1,4,"Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","C Mare Déu Pilar (C Vella), 4","null"
"G009","Serveis religiosos","Esglésies evangèliques",427846131,4579200236,427754222,4578999331,"2.136267","41.359259","Església Evangèlica Pentecostal Moviment Missioner Mundial - Zona Franca",3,13,"Sants-Montjuïc","la Marina de Port","Pl Sant Cristòfol, 5","null"
"G009","Serveis religiosos","Esglésies evangèliques",427611919,4580291876,427520013,"4580090.96","2.133337","41.36907","Església Evangèlica Coreana Presbiteriana Han Seo",3,16,"Sants-Montjuïc","la Bordeta","C Constitució, 127*129",933310475
"G009","Serveis religiosos","Esglésies evangèliques",431869028,4590620957,431777086,4590419945,"2.18307","41.462472","Església Evangèlica de Filadèlfia - Vallbona",8,56,"Nou Barris","Vallbona","Av Alzinar, 19","null"
"G008","Serveis religiosos","Esglésies catòliques",428799546,4579446687,428707629,4579245779,"2.147635","41.361564","Església del Barri de Can Clos",3,13,"Sants-Montjuïc","la Marina de Port","C Marbre, 14","null"
"G009","Serveis religiosos","Esglésies evangèliques",430721347,4581016981,430629412,4580816058,"2.17043","41.375875","Església Evangèlica Jesus is Lord - Tàpies",1,1,"Ciutat Vella","el Raval","C Tàpies, 15","null"
"G009","Serveis religiosos","Esglésies evangèliques",431968914,4584285351,431876969,4584084397,"2.18498","41.405418","Església Evangèlica Avivamiento Internacional",10,65,"Sant Martí","el Clot","C Consell de Cent, 588","null"
"G009","Serveis religiosos","Esglésies evangèliques",433432544,4588740724,433340587,4588539729,"2.201997","41.445669","Església Evangèlica Green Pastures International (aka The Ark of God Fellowship)",9,59,"Sant Andreu","el Bon Pastor","C Caracas, 47","null"
"G009","Serveis religiosos","Esglésies evangèliques",430266325,4581472689,430174395,4581271762,"2.164936","41.37994","Església Evangèlica Presbyterian Church of Ghana",1,1,"Ciutat Vella","el Raval","C Bisbe Laguarda, 1",932761396
"G010","Serveis religiosos","Mesquites",432521572,4589371421,432429623,"4589170.42","2.191022","41.451273","Mesquita la Paz",9,57,"Sant Andreu","la Trinitat Vella","C Vinya Llarga, 15","null"
"G008","Serveis religiosos","Esglésies catòliques","429211.98",4582550491,"429120.06",4582349554,"2.152203","41.389555","Quasi-parròquia de l'Hospital Clínic Provincial",2,8,"Eixample","l'Antiga Esquerra de l'Eixample","C Casanova, 143",932275400
"G008","Serveis religiosos","Esglésies catòliques",425322087,4585233126,425230203,4585032165,"2.10535","41.413364","Parròquia de Santa Maria de Vallvidrera",5,22,"Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes","C Actor Morano, 9",934068406
"G008","Serveis religiosos","Esglésies catòliques",431381377,"4581640.36",431289436,4581439431,"2.178251","41.381546","Capella del Palau",1,2,"Ciutat Vella","el Barri Gòtic","C Ataülf, 4",933174524
"G011","Serveis religiosos","Salons del regne",432166303,4581715277,432074355,4581514347,"2.187629","41.382287","Saló del Regne - Doctor Aiguader",1,3,"Ciutat Vella","la Barceloneta","C Doctor Aiguader, 14-16",933196982
"G008","Serveis religiosos","Esglésies catòliques",425795521,4584735367,425703633,4584534411,"2.111075","41.408925","Parròquia de Sant Joan de la Creu",5,23,"Sarrià-Sant Gervasi","Sarrià","Av Vallvidrera, 75",932038833
"G008","Serveis religiosos","Esglésies catòliques",427649313,4584470265,427557408,4584269311,"2.133284","41.406706","Parròquia dels Sants Gervasi i Protasi, Mare de Déu de la Bonanova",5,25,"Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova","Pl Bonanova, 12",934175858
"G008","Serveis religiosos","Esglésies catòliques",428770306,4584155576,"428678.39",4583954624,"2.146731","41.403972","Parròquia de Santa Joaquima de Vedruna",5,27,"Sarrià-Sant Gervasi","el Putxet i el Farró","C Francolí, s/n",932003931
"G009","Serveis religiosos","Esglésies evangèliques",430216024,4581455616,430124094,4581254689,"2.164337","41.379782","Església Evangèlica Jesus Word of God Church",1,1,"Ciutat Vella","el Raval","C Cendra, 16*18",934437337
"G008","Serveis religiosos","Esglésies catòliques",427048351,4582571357,426956451,4582370421,"2.126324","41.389549","Santuari de Santa Gemma",4,21,"Les Corts","Pedralbes","C Capità Arenas, 9",932037433
"G005","Serveis religiosos","Centres taoistes",433461804,4583371314,433369845,4583170368,"2.202939","41.397311","Temple Taoista de Barcelona (You Hua Bao Dian)",10,68,"Sant Martí","el Poblenou","C Taulat, 49","null"
"G008","Serveis religiosos","Esglésies catòliques",432585737,4583801044,432493786,4583600095,"2.192412","41.401108","Parròquia de Sant Pancraç",10,66,"Sant Martí","el Parc i la Llacuna del Poblenou","Badajoz, 130",933005957
"G008","Serveis religiosos","Esglésies catòliques",432070238,4585738422,431978292,4585537455,"2.186028","41.418514","Parròquia de Sant Joan Bosco",9,63,"Sant Andreu","Navas","Pl Ferran Reyes, 2",934082910
"G009","Serveis religiosos","Esglésies evangèliques",428588191,4583938577,428496277,4583737627,"2.144578","41.402002","Església Evangèlica Luterana de parla Alemanya",5,26,"Sarrià-Sant Gervasi","Sant Gervasi - Galvany","C Brusi, 94",932000708
"G008","Serveis religiosos","Esglésies catòliques",430815543,4582633418,430723608,"4582432.48","2.171371","41.390442","Església del Sagrat Cor de Jesús",2,7,"Eixample","la Dreta de l'Eixample","C Casp, 27",933012350
"G008","Serveis religiosos","Esglésies catòliques",429511885,4587540582,429419963,4587339599,"2.155207","41.434525","Centre Educatiu FEDAC-Horta-Església",7,43,"Horta-Guinardó","Horta","C Campoamor, 49",934274496
"G009","Serveis religiosos","Esglésies evangèliques",432001653,4589336042,431909709,4589135041,"2.184802","41.450911","Església Evangèlica de Filadèlfia - Canyelles",8,53,"Nou Barris","la Trinitat Nova","C Vila-real, 7","null"
"G008","Serveis religiosos","Esglésies catòliques",428268295,4586636278,428176385,4586435304,"2.140432","41.42627","Església de Sant Rafael",7,40,"Horta-Guinardó","Montbau","Pg Vall d'Hebron, 107",932112508
"G011","Serveis religiosos","Salons del regne",430071198,4580696178,429979269,4580495258,"2.162693","41.372929","Saló del Regne - Blasco de Garay",3,11,"Sants-Montjuïc","el Poble-sec","C Blasco de Garay, 49",934419240
"G009","Serveis religiosos","Esglésies evangèliques",428729524,4580533486,428637608,4580332568,"2.14667","41.371346","Església Evangèlica Apostòlica del Nom de Jesús - Sants",3,14,"Sants-Montjuïc","la Font de la Guatlla","C Sant Fructuós, 35","null"
"G008","Serveis religiosos","Esglésies catòliques",428676995,4583503492,"428585.08",4583302546,"2.145692","41.398091","Parròquia de Sant Ildefons",5,26,"Sarrià-Sant Gervasi","Sant Gervasi - Galvany","C Madrazo, 92",932097363
"G008","Serveis religiosos","Esglésies catòliques",428778321,4587534433,428686406,"4587333.45","2.146429","41.434405","Fundació Albà-Església",7,40,"Horta-Guinardó","Montbau","Pg Vall d'Hebron, 157*169",934280236
"G003","Serveis religiosos","Centres budistes",431188447,4586183518,"431096.51",4585982547,"2.175427","41.422448","Associació Nalanda-Centre de Meditació Zendo Namasté (Associació Namasté)",7,35,"Horta-Guinardó","el Guinardó","C Varsòvia, 54",934365671
"G009","Serveis religiosos","Esglésies evangèliques",431511595,4583368602,431419654,4583167657,"2.179613","41.397123","Església Evangèlica Ríos de Vida",2,5,"Eixample","el Fort Pienc","C Sicília, 200","null"
"G008","Serveis religiosos","Esglésies catòliques",426624403,4583678404,426532507,4583477457,"2.121119","41.399481","Parròquia de Sant Vicenç de Sarrià",5,23,"Sarrià-Sant Gervasi","Sarrià","C Rector Voltà, 5",932030907
"G009","Serveis religiosos","Esglésies evangèliques",429564742,4584261608,429472819,4584060655,"2.156222","41.404997","Església Evangèlica Exèrcit de Salvació - Robí",6,31,"Gràcia","la Vila de Gràcia","C Robí, 18",931876188
"G003","Serveis religiosos","Centres budistes",431106695,4585869328,431014758,"4585668.36","2.174485","41.419611","Kagyu Samye Dzong Barcelona",7,35,"Horta-Guinardó","el Guinardó","Rbla Muntanya, 97",934362626
"G008","Serveis religiosos","Esglésies catòliques",428226058,4586055589,428134148,"4585854.62","2.139995","41.421036","Parròquia del Sant Crist",7,39,"Horta-Guinardó","Sant Genís dels Agudells","C Natzaret, 5",932123759
"G009","Serveis religiosos","Esglésies evangèliques",428483932,4586091407,428392019,4585890438,"2.143076","41.421382","Església Evangèlica Bíblica - Vall d'Hebron",7,38,"Horta-Guinardó","la Teixonera","C Castellbisbal, 7",934177794
"G011","Serveis religiosos","Salons del regne",430224554,4586947577,430132626,4586746599,"2.163805","41.429246","Saló del Regne - Sant Alexandre",7,43,"Horta-Guinardó","Horta","C Sant Alexandre, 44*46",934070529
"G008","Serveis religiosos","Esglésies catòliques",425628504,4584004711,425536617,4583803762,"2.109167","41.402329","Capella Maria Reina",5,23,"Sarrià-Sant Gervasi","Sarrià","C Guarderia, 12",932031467
"G009","Serveis religiosos","Esglésies evangèliques",432396441,4583910922,432304492,4583709972,"2.190136","41.402082","Església Evangèlica Alcance Victoria Barcelona",10,66,"Sant Martí","el Parc i la Llacuna del Poblenou","C Bolívia, 52*54",934850224
"G009","Serveis religiosos","Esglésies evangèliques",427932094,4579182702,427840185,4578981797,"2.137296","41.359109","Església Evangèlica de Filadèlfia - El Rellotge",3,13,"Sants-Montjuïc","la Marina de Port","Pl Sant Cristòfol, 21","null"
"G008","Serveis religiosos","Esglésies catòliques",430000324,4588299308,429908398,4588098318,"2.160965","41.441401","Església de la Casa Santa Creu",7,43,"Horta-Guinardó","Horta","Pl Karl Marx, 1","null"
"G008","Serveis religiosos","Esglésies catòliques",429782377,4581313196,429690451,"4581112.27","2.159168","41.378461","Parròquia de la Preciosíssima Sang de Nostre Senyor Jesucrist",2,10,"Eixample","Sant Antoni","C Viladomat, 76*78",934230737
"G007","Serveis religiosos","Esglésies adventistes","429287.97",4582161992,429196049,4581961059,"2.153157","41.386063","Església Adventista del Setè Dia - Urgell",2,9,"Eixample","la Nova Esquerra de l'Eixample","C Comte d'Urgell, 133",934533136
"G008","Serveis religiosos","Esglésies catòliques",428465513,4578925323,428373599,"4578724.42","2.143703","41.356838","Parròquia de la Mare de Déu de Port",3,13,"Sants-Montjuïc","la Marina de Port","C Sant Eloi, 9",932231293
"G008","Serveis religiosos","Esglésies catòliques",427856781,4579078455,427764872,4578877551,"2.136409","41.358163","Parròquia de Sant Cristòfor",3,13,"Sants-Montjuïc","la Marina de Port","C Energia, 19",933322396
"G008","Serveis religiosos","Esglésies catòliques",432373799,4582645936,"432281.85",4582444997,"2.190006","41.390687","Parròquia de Sant Fèlix",10,67,"Sant Martí","la Vila Olímpica del Poblenou","C Sardenya, 29",932212597
"G009","Serveis religiosos","Esglésies evangèliques",431110288,4588287796,431018352,4588086805,"2.174252","41.441393","Esglèsia Evangèlica Assemblea de Germans-  Font Canyelles (Església9Barris)",8,51,"Nou Barris","Verdun","C Font de Canyelles, 106",933595738
"G008","Serveis religiosos","Esglésies catòliques",430283929,4583828658,430191999,4583627709,"2.164875","41.401161","Parròquia de Corpus Christi",6,31,"Gràcia","la Vila de Gràcia","C Bailèn, 177*179",934572111
"G008","Serveis religiosos","Esglésies catòliques",430078931,"4584490.32",429987003,4584289365,"2.162347","41.407102","Parròquia de Sant Carles Borromeu",6,32,"Gràcia","el Camp d'en Grassot i Gràcia Nova","C Sant Lluís, 89*93",932130733
"G008","Serveis religiosos","Esglésies catòliques",426261954,4581079014,426170061,4580878092,"2.117101","41.376037","Parròquia de Sant Ramon Nonat",4,20,"Les Corts","la Maternitat i Sant Ramon","Av Sant Ramon Nonat, 1",934400284
"G008","Serveis religiosos","Esglésies catòliques",429661442,4584877764,429569518,4584676805,"2.157307","41.410555","Església de la Nativitat de Nostra Senyora",6,30,"Gràcia","la Salut","C Sors, 67",932131894
"G003","Serveis religiosos","Centres budistes",431683012,4581973276,431591069,4581772344,"2.181821","41.38457","Associació Nalanda",1,4,"Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","C Montcada, 31*33","null"
"G009","Serveis religiosos","Esglésies evangèliques","431018.42",4587799898,430926485,4587598912,"2.173208","41.436991","Església Evangèlica Centre Cristià Betània - Nou Barris",8,48,"Nou Barris","la Guineueta","Pg Verdum, 47*53","null"
"G008","Serveis religiosos","Esglésies catòliques",429118742,4584987317,429026823,4584786358,"2.150802","41.411494","Església de la Companyia de Crist Rei",6,30,"Gràcia","la Salut","Av Coll del Portell, 71",932132900
"G009","Serveis religiosos","Esglésies evangèliques",433331828,4584766243,"433239.87",4584565284,"2.201231","41.409864","Església Evangèlica Casa de Salvación (Ministerio El Rey Jesús)",10,71,"Sant Martí","Provençals del Poblenou","C Bac de Roda, 140",620552452
"G008","Serveis religiosos","Esglésies catòliques",432758015,4581836967,432666062,4581636036,"2.194692","41.383433","Hospital del Mar-Església",1,3,"Ciutat Vella","la Barceloneta","Pg Marítim Barceloneta, 25*29",932211010
"G009","Serveis religiosos","Esglésies evangèliques",431300233,4587931876,431208295,4587730889,"2.176566","41.438204","Església Evangèlica Centro Cristiano Pentecostés Elisama",8,45,"Nou Barris","Porta","C Garrofers, 69",699299731
"G008","Serveis religiosos","Esglésies catòliques",428589233,4586208124,"428497.32",4586007153,"2.144323","41.422442","Parròquia de Sant Cebrià",7,38,"Horta-Guinardó","la Teixonera","C Arenys, 65*67",934185205
"G009","Serveis religiosos","Esglésies evangèliques",429610216,4584675344,429518293,4584474387,"2.156718","41.408728","Església Evangèlica Reformada Presbiteriana",6,31,"Gràcia","la Vila de Gràcia","C Sant Salvador, 98",932190896
"G008","Serveis religiosos","Esglésies catòliques","424226.49","4586905.58",424134617,4586704604,"2.092032","41.428324","Parròquia de la Mare de Déu de la Salut",5,22,"Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes","Av Rectoret, 26",932047503
"G009","Serveis religiosos","Esglésies evangèliques",430170907,4580882237,430078977,4580681315,"2.163864","41.374614","Església Evangèlica Cuerpo de Cristo",3,11,"Sants-Montjuïc","el Poble-sec","C Margarit, 6",937713555
"G009","Serveis religiosos","Esglésies evangèliques",432224699,4585324216,432132752,4585123253,"2.187923","41.414797","Església Evangèlica Metropolitana de Barcelona Betània",9,63,"Sant Andreu","Navas","C Navas de Tolosa, 270",932653197
"G009","Serveis religiosos","Esglésies evangèliques",428247719,4579333414,428155807,4579132507,"2.141052","41.360495","Església Evangèlica de Filadèlfia - Zona Franca",3,13,"Sants-Montjuïc","la Marina de Port","C Aviador Ruíz de Alda, 35","null"
"G008","Serveis religiosos","Esglésies catòliques",431504604,4585067171,431412663,"4584866.21","2.179337","41.41242","Església de Sant Josep de Calassanç",10,64,"Sant Martí","el Camp de l'Arpa del Clot","C Sant Quintí, 19",934553104
"G009","Serveis religiosos","Esglésies evangèliques",433153457,4584973593,433061501,4584772632,"2.199074","41.411717","Església Evangèlica El Lokal",10,71,"Sant Martí","Provençals del Poblenou","G.V. Corts Catalanes, 1006",933037638
"G009","Serveis religiosos","Esglésies evangèliques",430970775,4583795603,430878839,4583594654,"2.173095","41.400922","Església Evangèlica Bíblica Ebenezer de Barcelona",2,6,"Eixample","la Sagrada Família","Ptge Gaiolà, 8-12",934587305
"G008","Serveis religiosos","Esglésies catòliques",430853906,4585642779,430761971,4585441813,"2.171486","41.417549","Parròquia de la Mare de Déu de Montserrat",7,35,"Horta-Guinardó","el Guinardó","Av Mare Déu de Montserrat, 144",934364748
"G009","Serveis religiosos","Esglésies evangèliques",430414215,"4587024.99",430322285,4586824011,"2.166066","41.42996","Església Evangèlica Centre Cristià Betlem",8,44,"Nou Barris","Vilapicina i la Torre Llobeta","C Cartellà, 164*170",933580037
"G009","Serveis religiosos","Esglésies evangèliques",429917894,4583859949,429825968,4583659,"2.160493","41.401411","Església Evangèlica de Filadèlfia - Gràcia",6,31,"Gràcia","la Vila de Gràcia","C Samsó, 1",936761805
"G008","Serveis religiosos","Esglésies catòliques",428063161,4582537865,427971251,4582336929,"2.138465","41.389339","Església de la Sagrada Família - Entença",4,19,"Les Corts","les Corts","C Entença, 301",934394303
"G004","Serveis religiosos","Centres hindús",431180664,4581471486,431088725,4581270559,"2.17587","41.380008","Associació per a la Consciència de Krishna",1,2,"Ciutat Vella","el Barri Gòtic","Pl Reial, 12",933025194
"G003","Serveis religiosos","Centres budistes",430026684,4583712094,429934757,4583511146,"2.161812","41.400088","Centre Budista Associació Cultural Budista Camí del Diamant",6,31,"Gràcia","la Vila de Gràcia","C Llibertat, 32",695498006
"G008","Serveis religiosos","Esglésies catòliques",430201182,4580564525,430109252,4580363606,"2.164262","41.371755","Parròquia de Sant Salvador d'Horta",3,11,"Sants-Montjuïc","el Poble-sec","Poeta Cabanyes, 80",934414464
"G008","Serveis religiosos","Esglésies catòliques",433907216,4586186305,433815253,4585985333,"2.207959","41.422701","Parròquia de Sant Ambrós",10,73,"Sant Martí","la Verneda i la Pau","C Concili de Trento, 297*299",933131597
"G008","Serveis religiosos","Esglésies catòliques",433335126,4583027718,433243168,4582826775,"2.201462","41.394206","Parròquia del Patriarca Abraham",10,68,"Sant Martí","el Poblenou","Jaume Vicens i Vives, 6",932213434
"G008","Serveis religiosos","Esglésies catòliques",432532622,4586898678,432440672,"4586697.7","2.191431","41.429003","Parròquia de Sant Josep Manyanet",9,60,"Sant Andreu","Sant Andreu","C Sant Sebastià, 47",933113305
"G008","Serveis religiosos","Esglésies catòliques",432456172,4585136509,432364223,4584935547,"2.190713","41.413126","Oratori de Sant Pere Claver",10,65,"Sant Martí","el Clot","C València, 680",933516011
"G004","Serveis religiosos","Centres hindús",430621843,4581882532,"430529.91",4581681601,"2.169141","41.383662","Associació Puja de Festes Culturals Bengalí",1,1,"Ciutat Vella","el Raval","C Elisabets, 3","null"
"G009","Serveis religiosos","Esglésies evangèliques",432031377,4585591476,431939432,"4585390.51","2.18558","41.417187","Església Evangèlica de la Bíblia Oberta Nova Vida",9,63,"Sant Andreu","Navas","Ptge Doctor Torent, 3",932430928
"G009","Serveis religiosos","Esglésies evangèliques",433572291,4588108006,433480332,4587907016,"2.20374","41.439982","Església Evangèlica Comunitat Cristiana Integral",9,59,"Sant Andreu","el Bon Pastor","C Caracas, 4 bis",932807418
"G012","Serveis religiosos","Sinagogues",428878384,4583343646,428786467,4583142702,"2.14812","41.396669","Comunitat Israelita de Barcelona",5,26,"Sarrià-Sant Gervasi","Sant Gervasi - Galvany","Avenir, 24",932008513
"G011","Serveis religiosos","Salons del regne",427924867,4584498834,427832959,4584297879,"2.136577","41.406988","Saló del Regne - Teodora Lamadrid",5,25,"Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova","C Teodora Lamadrid, 28",932117340
"G009","Serveis religiosos","Esglésies evangèliques",428566183,4581125265,428474268,4580924341,"2.144647","41.376661","Església Evangèlica Baptista d'Hostafrancs",3,15,"Sants-Montjuïc","Hostafrancs","C Rector Triadó, 30","null"
"G010","Serveis religiosos","Mesquites",428059611,4580422743,427967701,4580221826,"2.138674","41.370289","Centre de Culte Sufisme",3,16,"Sants-Montjuïc","la Bordeta","C Gavà, 87","null"
"G008","Serveis religiosos","Esglésies catòliques",431460572,4581653128,431368631,4581452199,"2.179197","41.381668","Capella de Sant Cristòfol del Regomir",1,2,"Ciutat Vella","el Barri Gòtic","C Regomir, 5","null"
"G008","Serveis religiosos","Esglésies catòliques",428269969,4584285998,428178058,4584085045,"2.140731","41.405102","Església de Sant Francesc d'Assís",5,27,"Sarrià-Sant Gervasi","el Putxet i el Farró","C Bertran, 14",934172508
"G009","Serveis religiosos","Esglésies evangèliques",428751164,4583691396,428659248,4583490449,"2.146557","41.39979","Església Evangèlica Baptista Pedra d'Ajut",5,26,"Sarrià-Sant Gervasi","Sant Gervasi - Galvany","C Sant Eusebi, 54",932098346
"G008","Serveis religiosos","Esglésies catòliques",434109369,4584279848,434017404,4584078894,"2.210586","41.405547","Parròquia de Sant Francesc de Pàola",10,35,"Sant Martí","el Guinardó","C Ramon Turró, 324*330",932663439
"G010","Serveis religiosos","Mesquites",431553746,"4590096.82",431461806,4589895813,"2.179354","41.457724","Associació Islàmica Ciutat Meridiana",8,54,"Nou Barris","Torre Baró","Av Escolapi Càncer, 35*37","null"
"G009","Serveis religiosos","Esglésies evangèliques",432185314,4583152278,432093366,4582951335,"2.187695","41.395232","Església Evangèlica La Luz del Mundo",10,66,"Sant Martí","el Parc i la Llacuna del Poblenou","C Almogàvers, 74","null"
"G014","Serveis religiosos","Altres",430839415,4583025974,"430747.48",4582825032,"2.171612","41.393979","Associació Espiritual Mundial Brahma Kumaris",2,7,"Eixample","la Dreta de l'Eixample","C Diputació, 0329",934877667
"G009","Serveis religiosos","Esglésies evangèliques","431733.19",4586171147,431641248,4585970176,"2.181947","41.422383","Església Evangèlica Assemblea de Germans - Pinar del Río",9,62,"Sant Andreu","el Congrés i els Indians","C Pinar del Río, 27 bis","null"
"G011","Serveis religiosos","Salons del regne","429955.21",4583897542,429863283,4583696592,"2.160935","41.401752","Saló del Regne - Siracusa",6,31,"Gràcia","la Vila de Gràcia","Siracusa, 24",932849858
"G009","Serveis religiosos","Esglésies evangèliques",430768499,4587428806,430676566,4587227823,"2.170259","41.433627","Església Evangèlica de Filadèlfia - Turó de la Peira",8,46,"Nou Barris","el Turó de la Peira","C Montsant, 20","null"
"G009","Serveis religiosos","Esglésies evangèliques",428122642,4580531316,428030731,4580330398,"2.139414","41.371272","Església Evangèlica Caminando bajo la Luz de Cristo",3,16,"Sants-Montjuïc","la Bordeta","C Almeria, 52","null"
"G003","Serveis religiosos","Centres budistes",424714454,4585764379,424622576,4585563414,"2.098014","41.418092","Sangha Activa",5,22,"Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes","Camí Pantà, 14","null"
"G010","Serveis religiosos","Mesquites",431050534,4581185097,430958596,4580984172,"2.174347","41.377417","Centre Islàmic Camí de la Pau - Arc del Teatre",1,1,"Ciutat Vella","el Raval","C Arc del Teatre, 18",934433295
"G009","Serveis religiosos","Esglésies evangèliques",431117489,4590500752,431025553,4590299741,"2.174085","41.461325","Església Evangèlica Congregació Cristiana Cristo Viene - Despierta España",8,55,"Nou Barris","Ciutat Meridiana","C Agudes, 100",931657527
"G009","Serveis religiosos","Esglésies evangèliques","434084.52","4585488.62",433992556,4585287654,"2.210157","41.416432","Església Evangèlica Comunitat Cristiana La Viña Barcelona",10,70,"Sant Martí","el Besòs i el Maresme","C Maresme, 129",933009375
"G009","Serveis religiosos","Esglésies evangèliques",433335125,4583027718,433243167,4582826775,"2.201462","41.394206","Església Evangèlica del Bon Pastor",10,68,"Sant Martí","el Poblenou","C Jaume Vicens i Vives, 6",652171999
"G011","Serveis religiosos","Salons del regne",429575718,4586233471,429483795,"4586032.5","2.156124","41.422758","Saló del Regne - Conca de Tremp",7,37,"Horta-Guinardó","el Carmel","C Conca de Tremp, 32",933586247
"G003","Serveis religiosos","Centres budistes",431348176,4584500663,431256237,4584299707,"2.177529","41.407305","Centre Budista Dharmadhatu",2,6,"Eixample","la Sagrada Família","C Castillejos, 274",934354737
"G010","Serveis religiosos","Mesquites",432264756,4584669405,432172808,4584468448,"2.188476","41.408902","Centre Cultural Islàmic Català",10,65,"Sant Martí","el Clot","C Rafael Capdevila, 1*3",932478727
"G008","Serveis religiosos","Esglésies catòliques","431649.95","4587324.57",431558009,4587123588,"2.18082","41.432764","Parròquia de Sant Esteve",8,45,"Nou Barris","Porta","Av Rio de Janeiro, 10*14",933518360
"G008","Serveis religiosos","Esglésies catòliques",429041926,4587675511,428950009,4587474527,"2.149567","41.435698","Monestir de la Visitació de Santa Maria",7,41,"Horta-Guinardó","la Vall d'Hebron","Pg Vall d'Hebron, 256",934281620
"G010","Serveis religiosos","Mesquites","432183.24",4584820098,432091293,4584619139,"2.187484","41.410253","Mesquita Hamza",10,65,"Sant Martí","el Clot","C Almenara Alta, 12","null"
"G008","Serveis religiosos","Esglésies catòliques",428749742,4587143814,428657827,4586942835,"2.146133","41.430884","Parròquia de la Verge de Natzaret",7,41,"Horta-Guinardó","la Vall d'Hebron","C Juan de Mena, 29",934284042
"G008","Serveis religiosos","Esglésies catòliques",429548568,"4586398.65",429456646,4586197677,"2.15578","41.424243","Parròquia de Santa Teresa de Jesús",7,37,"Horta-Guinardó","el Carmel","C Llobregós, 128*130",934294592
"G008","Serveis religiosos","Esglésies catòliques",431699311,4585062563,431607369,4584861602,"2.181667","41.412395","Parròquia de Sant Josep de Calassanç",10,64,"Sant Martí","el Camp de l'Arpa del Clot","C Joan de Peguera, 20",934553104
"G003","Serveis religiosos","Centres budistes",430484257,4582271328,430392325,4582070393,"2.167451","41.387152","Sangha de Barcelona - Sangha del moment present (Thich Nhat Hanh)",2,7,"Eixample","la Dreta de l'Eixample","Rda Universitat, 33",686747928
"G008","Serveis religiosos","Esglésies catòliques",426973997,4583403389,426882098,4583202445,"2.125334","41.397036","Centre Educatiu Reial Monestir de Santa Isabel-Església",5,23,"Sarrià-Sant Gervasi","Sarrià","C Rocabertí, 12",932032788
"G008","Serveis religiosos","Esglésies catòliques",430049833,4586803607,429957906,"4586602.63","2.161731","41.427934","Centre Educatiu Immaculada Concepció *Granollers-Església",7,43,"Horta-Guinardó","Horta","C Granollers, 28",934295537
"G008","Serveis religiosos","Esglésies catòliques",430601113,4581056372,430509179,4580855449,"2.168988","41.376219","Parròquia de Sant Pau",1,1,"Ciutat Vella","el Raval","Sant Pau, 101",934410001
