lon,lat
2.1700499,41.43945
2.14882,41.4316699
2.12083664589,41.4253301764
2.13654,41.41064
2.13447,41.41346
2.18966670631,41.3687841035
2.12773,41.40463
2.151324,41.407463
2.16217,41.40562
2.17145,41.41017
2.15692,41.37517
2.19286,41.40857
2.11569401177,41.3996853862
2.12053,41.40075
2.13391,41.40384
2.15463,41.40043
2.19863,41.40374
2.13701,41.39766
2.14218191594,41.3951271177
2.15801,41.39797
2.15729,41.39785
2.15171,41.39598
2.1524899,41.39992
2.16080579469,41.396230282
2.160992,41.3949136
2.16663,41.39117
2.17948863999,41.3996072396
2.20699,41.4001503
2.13522,41.39268
2.13904,41.39246
2.14332,41.39427
2.1631796,41.39416
2.14636,41.39152
2.15998765605,41.3944511365
2.16195815857,41.3936030382
2.16342,41.39375
2.1665199,41.39358
2.17157,41.39157
2.1665,41.39477
2.1715701,41.391571
2.15125,41.38885
2.15319,41.38777
2.15934744082,41.3884933464
2.15703662777,41.3903132391
2.16738,41.38906
2.17537953407,41.3858459236
2.19657,41.38708
2.12086,41.38135
2.14664,41.38001
2.15974283231,41.3848368615
2.16345906258,41.382645054
2.16519,41.38315
2.16875675183,41.3834101432
2.1539799,41.37666
2.15593,41.37913
2.16863374581,41.3823484022
2.17360736844,41.3803718429
2.18105548676,41.3801926696
2.15448,41.37438
2.16193007675,41.3744837234
2.17154405604,41.3703430808
2.1878,41.3731
2.16390455192,41.3691650484
2.1752855,41.4405405
2.18832,41.41578
2.1356423,41.4061501
2.14481,41.40261
2.1500775218,41.4061243296
2.17696,41.4029
2.1785985,41.4074307
2.13451,41.399
2.14434,41.39763
2.1455099,41.40109
2.14886,41.40107
2.15828,41.40094
2.16276,41.39785
2.16865,41.3997699
2.1975859,41.3991277
2.13539729,41.39317646
2.1434,41.39303
2.14482,41.3963013
2.1515661478,41.396323277
2.14901,41.3929
2.15707,41.39468
2.15567,41.39532
2.15497,41.39692
2.16219,41.39343
2.16224133968,41.3947068113
2.1610299,41.39425
2.1614386,41.395349
2.16099,41.39571
2.16931,41.39568
2.16575,41.39636
2.1660359,41.3932282
2.1396217,41.3893408
2.15224670245,41.3910843587
2.15713,41.3858
2.1618686,41.3881805
2.15894406412,41.3892213113
2.1664555,41.3909811
2.1694399,41.39233
2.16967,41.39015
2.16475844383,41.3895339966
2.16631,41.38917
2.1670832,41.390431
2.1694601,41.3888817
2.1661401,41.3907585
2.16661,41.38995
2.16236,41.39008
2.1729047,41.3909934
2.1718099,41.39176
2.18136,41.38847
2.18241,41.38788
2.17857,41.39173
2.1847469,41.3911591
2.1100209,41.3835436
2.15081,41.3861599
2.15239,41.39286
2.16127,41.38617
2.16118,41.38756
2.17158,41.38281
2.16845,41.38285
2.1711299,41.3847
2.16696,41.38562
2.16895,41.38314
2.17503,41.38478
2.17197,41.38472
2.17294115389,41.3842469139
2.18186521043,41.3855931829
2.18258,41.38293
2.1817,41.38415
2.17975,41.38458
2.1829102,41.3850426
2.18257641792,41.3832969666
2.18267,41.38389
2.18498328968,41.3838574427
2.1827899,41.38416
2.18296,41.38478
2.18445,41.38521
2.1965604,41.3870542
2.19663565767,41.3873354976
2.14532333294,41.3792820782
2.1545501,41.3811188
2.16326,41.38123
2.1695001,41.3792496
2.17736,41.37958
2.17802,41.3778099
2.17780613899,41.3805046082
2.1866652,41.38093509
2.18787,41.38153
2.1882401,41.380661
2.13904,41.3761
2.1463899,41.37587
2.15215628623,41.3772061714
2.1679378,41.3759575
2.18343,41.37766
2.18363,41.3752594
2.1893401,41.3756714
2.16728,41.37961
2.17934242091,41.3784316653
2.1523914,41.3636056
2.15237,41.3619804
2.1433219,41.3546531
2.17047658333,41.3914082472
-3.66834,40.5080795
-3.71685580393,40.5047327671
-3.70395,40.4865799
-3.66847,40.48716
-3.67071,40.48297
