lon,lat
2.1220484655,41.3805342859
2.17833995819,41.4633602165
-74.0543341055,4.66869338233
2.178675,41.4438833333
2.17417,41.44139
2.21927383333,41.4459464667
2.1718799,41.43422
2.0939604225,41.3551787112
2.1983799,41.4388099
2.16228,41.42965
2.1725239,41.4354234
2.16231,41.43019
2.22237380632,41.4110488724
2.2188949585,41.4320611125
2.12083664589,41.4253301764
2.16581,41.42709
2.161922,41.419491
2.1861,41.426239
2.19178132333,41.42564929
2.20559120178,41.4268163123
2.19833333,41.4175
2.19798447547,41.4166941796
2.13138927743,41.416167174
2.1315899,41.4153214
2.176,41.411
2.18916,41.41563
2.19407,41.41434
2.20737066889,41.4188525567
2.1695,41.41012
2.17060023602,41.4122731332
2.16884763317,41.4103892259
2.19556,41.4123
2.18971,41.41777
2.17397254132,41.3804519592
2.16873,41.38561
2.14631,41.4098
2.151324,41.407463
2.15266,41.40882
2.1568,41.40699
2.16064,41.41082
2.15691,41.41002
2.16217,41.40562
2.17206,41.41045
2.17145,41.41017
2.18666666667,41.4086111111
2.19036,41.4063
2.15692,41.37517
2.20045,41.40863
2.20991,41.40634
2.11569401177,41.3996853862
2.13804,41.40182
2.14016,41.40114
2.13759,41.40394
2.15787,41.40075
2.16639,41.4021199
2.19122,41.4034199
2.2019801,41.4034195
2.3204837,41.47868502
2.13247,41.39736
2.13701,41.39766
2.13865,41.40082
2.14218191594,41.3951271177
2.14426,41.39512
2.15144,41.39618
2.1512401,41.3966484
2.15801,41.39797
2.15171,41.39598
2.1524899,41.39992
2.15876,41.39718
2.160992,41.3949136
2.16333244667,41.3961683
2.16238,41.3987
2.16663,41.39117
2.16203,41.39738
2.1747233,41.3971286
2.17447586749,41.4029061383
2.19029188156,41.3972541035
2.19663,41.39614
2.19287,41.40045
2.20732216253,41.3989434478
2.21258736626,41.4002610887
2.12648862656,41.3926532952
2.1258015393,41.3949820098
2.13668396,41.39100654
2.14215,41.39441
2.14427,41.39324
2.13848,41.39363
2.1631796,41.39416
2.14608557,41.39475721
2.14913,41.3945099
2.15350507166,41.3939851851
2.15164,41.39074
2.15998765605,41.3944511365
2.16195815857,41.3936030382
2.16208,41.39471
2.16228840917,41.3936908008
2.1607,41.39516
2.16342,41.39375
2.16242852,41.393689585
2.1629179,41.39339
2.17293,41.39529
2.17274,41.3924599
2.1715701,41.391571
2.17782,41.3934799
2.17628,41.3927498
2.1919401,41.3925514
2.12763565217,41.3875221739
2.12807937703,41.3878090517
2.13701472928,41.3895474308
2.1344222,41.3893806
2.14975590632,41.3889413418
2.14865,41.3903
2.15319,41.38777
2.15223,41.3910399
2.15978174343,41.3898871217
2.15934744082,41.3884933464
2.15703662777,41.3903132391
2.15995,41.38826
2.16738,41.38906
2.17774,41.39015
2.17808246613,41.3891410532
2.17839,41.39091
2.19657,41.38708
2.1987508,41.387795
2.11472868919,41.3812966705
2.12086,41.38135
2.18787,41.37203
2.14606230768,41.3849726194
2.15453380402,41.3844269743
2.16169,41.38415
2.15789,41.38447
2.1591999,41.38436
2.16519,41.38315
2.18006,41.38245
2.1363233,41.3752751
2.1539799,41.37666
2.1498769494,41.3770923
2.16714,41.37958
