lon,lat
2.168071,41.388077
2.13166,41.416111
2.1209699,41.40047
2.1578115,41.4041595
2.17399,41.402263
2.14738,41.39369
2.16746,41.39084
2.20444,41.39276
2.123933,41.387035
2.130574,41.388935
2.17349,41.38564
2.18391,41.38623
2.1964285825,41.3847043423
2.17648500259,41.3796613496
2.1875888486,41.3805404278
2.18892,41.38082
2.182781,41.374784
2.17104937881,41.4020554073
2.16001384418,41.3880629493
2.16756,41.38603
2.1819799,41.38543
2.19653,41.38598
2.16897,41.38256
2.17991,41.38094
2.16375,41.37431
2.1816799,41.3845384
2.1972275,41.4399232
2.1732964,41.3851778
2.216461,41.410336
2.1297248,41.3587438
2.178103,41.386098
2.1984408,41.4395893
2.1983623,41.4394192
2.1226226,41.3314725
2.1653957,41.3906795
2.198561,41.44087
2.2157382,41.4095652
2.174763,41.40905
2.1819871,41.3845295
2.196578,41.387
2.2162918,41.409675
2.1221194,41.4070003
2.13586,41.39087
-3.68715,40.45208
-3.707321,40.479291
-3.708398,40.478736
-3.637624,40.463081
-3.6856825,40.4594488
-3.68965050342,40.4565621869
-3.695631,40.448378
-3.587384,40.446877
-3.58762166954,40.4462440577
-3.71065378189,40.4262708111
-3.69717,40.42231
-3.71052,40.4199486
-3.69741,40.42134
-3.692364,40.422242
-3.69164,40.42373
-3.71037,40.4173199
-3.7046,40.41715
-3.73889714386,40.3631200323
-3.69713544846,40.4169105137
-3.695058,40.414995
-3.80063032735,40.4188915486
-3.71066,40.3952
-3.708726,40.47919
-3.68625,40.4756699
-3.6829721,40.4304172
-3.6917842,40.4299935
-3.67537,40.42658
-3.7204436,40.4222779
-3.70982,40.42494
-3.69731,40.42108
-3.69733,40.42051
-3.70901,40.41868
-3.6978452,40.420131
-3.69661,40.41733
-3.70843,40.4130899
-3.6952517,40.4126001
-3.70765,40.41031
-3.69297777182,40.4087999163
-3.69366,40.40903
-3.62083,40.3726399
-3.59797854266,40.3693760113
-3.683137,40.4725545
-3.7322312,40.3746349
-3.6875915,40.4746087
-3.706328,40.479889
-3.5575,40.45765
-3.663567,40.3811369
-3.7375187,40.3635276
-3.6572982,40.4013175
-3.5983152,40.3678201
-3.703135,40.4303423
-3.5709184,40.4714292
-3.679211,40.5089237
-3.6782098,40.4490891
-3.7042282,40.4176754
-3.653009,40.4479109
-3.5964571,40.3686639
-3.6889361,40.4503568
-3.6945046,40.4400967
-3.7389071,40.3861204
-3.5966954,40.3685877
-3.7145052,40.4312993
-3.6957,40.417251
-3.7508782,40.4104493
-3.5910217,40.4903727
-3.720384,40.4216882
-3.7628816,40.385757
-3.6372729,40.5309326
-3.5982739,40.3687663
-3.6463223,40.4288934
-3.5910514,40.4917735
-3.7214178,40.4228703
-3.5909844,40.4919532
-3.6180565,40.4560326
-3.6428244,40.485106
-3.6461263,40.4285617
-3.5988899,40.3679332
-3.5671718,40.494348
-3.6823135,40.4252938
-3.586889,40.4471426
-3.6848468,40.4279534
-3.5984697,40.3689635
-3.662882,40.515353
-3.5713812,40.4527184
-3.6766249,40.3938003
