lon,lat
2.15578,41.39872
2.17719,41.44098
2.17673,41.44045
2.19827882,41.4405922533
2.16752,41.38791
2.16,41.3686111111
2.16064,41.4308
2.1579799,41.39391
2.1687046,41.4310313
2.16043,41.43166
2.1729454,41.4363056
2.17248908645,41.4304562613
2.17422,41.43043
2.1760299,41.4301796
2.17519000679,41.4294713807
2.17524,41.43882
2.1804199,41.43011
2.18924,41.4325485
2.16032737549,41.3870672377
2.15645,41.40272
2.16256970222,41.429216428
2.17355,41.42882
2.17177040883,41.3934500257
2.18318,41.4255799
2.203,41.39961
2.19046,41.42495
2.1763,41.42577
2.18182,41.42326
2.18095,41.42357
2.17873,41.42279
2.18768,41.4216399
2.19888,41.42207
2.1576,41.41822
2.15935,41.41483
2.179282,41.419136
2.1988699,41.4179916
2.15321,41.38093
2.1370664,41.4100533
2.1622499,41.38631
2.14547866638,41.4110178985
2.1646645,41.4148712
2.16385,41.41465
2.1733699,41.4106
2.17464923859,41.413219689
2.1803801,41.4103813
2.21589,41.41031
2.1464,41.41064
2.150417,41.411902
2.15068,41.40538
2.16369509697,41.4084803152
2.16052,41.40829
2.15387,41.41249
2.16021,41.40833
2.1605,41.40874
2.16029,41.4055
2.15888,41.40571
2.16416769109,41.4052083312
2.16074,41.3748099
2.1745367,41.4091088
2.1742499,41.40742
2.17293,41.4073792
2.17453,41.40849
2.17676150765,41.406063413
2.18461,41.40918
2.1817,41.40989
2.1915,41.4048
2.19336,41.40914
2.19665,41.4100899
2.19791064042,41.4061542043
2.20936,41.40798
2.1220801,41.4000282
2.12255,41.40058
2.14606,41.40052
2.14669,41.40375
2.15498,41.40537
2.15393370002,41.4050410691
2.15413,41.40483
2.15668911231,41.4016284131
2.15415,41.4033
2.16019,41.39963
2.1591353,41.4007794
2.16192,41.40369
2.15788,41.40296
2.16493,41.40422
2.17177554499,41.402490237
2.16456,41.40369
2.1668799,41.4054604
2.1616001,41.4037895
2.16005,41.40276
2.1616499,41.4018898
2.16223,41.40209
2.162680175,41.4053876
2.17387,41.40416
2.17883348465,41.4059616279
2.1867399,41.4012108
2.19109751742,41.4050669094
2.20113,41.40131
2.17746,41.383
2.20104217529,41.4020667242
2.1976299,41.4036293
2.20294,41.40006
2.2063799,41.4016
2.12306,41.39758
2.12238,41.39816
2.12466,41.39832
2.1412,41.3992099
2.1467,41.39825
2.15448,41.378521
2.14844,41.39504
2.14549,41.39598
2.15042,41.39651
2.1446796352,41.395259311
2.14989,41.39973
2.15027,41.40102
2.15204471405,41.3959370934
2.16123,41.39864
2.15954303741,41.4007308151
2.16009,41.39955
2.15958,41.40094
2.16149924684,41.3983691119
2.1586599,41.39896
2.16217,41.39855
2.1608601,41.398941
2.16088,41.39782
2.1628301,41.3990402
2.1588299,41.4008408
2.15681,41.40006
2.15818935766,41.3993048294
2.16985,41.39776
2.16509,41.3995
2.16848,41.39817
2.17201,41.39752
2.16905,41.39688
2.16337,41.3997
2.17143,41.39983
2.16819,41.39349
2.17099345894,41.4000834264
2.173647,41.400299
2.17558,41.39692
2.17308,41.39814
2.1725,41.3968599
2.17891,41.39945
2.1817,41.3971901
2.17595,41.40206
2.18629115875,41.4006049524
2.18845,41.39906
2.19202,41.39676
2.18995,41.39785
2.20386499222,41.3992690132
2.2037499,41.3986702
2.20438,41.39856
2.19868,41.39628
2.20446,41.39878
2.20642,41.40007
2.12231,41.39002
2.1256,41.3911
2.16126,41.39046
2.13491,41.38981
2.1551999,41.3833
2.14507451667,41.3923677583
2.1473801,41.3941193
2.14738,41.39369
2.15341,41.39388
2.15694,41.39312
2.15446,41.39271
2.16619,41.3856899
2.16005,41.39568
2.16664,41.39467
2.16530555542,41.3939249818
2.17131,41.39114
2.16844,41.39465
2.17057,41.39146
2.17023,41.39436
2.17367,41.39
2.17144,41.39729
2.17399,41.39403
2.17469,41.39625
2.1730299,41.3971
2.17560523804,41.3942469239
2.17372,41.39319
2.1737076528,41.3927487547
2.17531,41.39294
2.17708,41.39635
2.16711,41.39627
2.181,41.38971
2.17839,41.39457
2.18071,41.3936
2.18065,41.3932915
2.186439,41.395418
2.18859,41.39589
2.18833,41.39435
2.18004,41.39181
2.18197,41.39574
2.18971252441,41.3910084323
2.19103,41.3968
2.19506,41.3987694
2.18854,41.39352
2.20386736177,41.3928331489
2.1985,41.39118
2.11257,41.38705
2.12393,41.38703
2.128841,41.3883248
2.13249,41.38676
2.13647228344,41.3893757066
2.14384,41.39006
2.14434,41.38788
2.13845,41.38995
2.1429999,41.3857918
2.14068,41.39106
2.14675,41.38991
2.15013,41.38868
2.1535,41.39028
2.15353,41.38978
2.15514,41.38969
2.1591999,41.3897199
2.15978,41.38621
2.1585582355,41.3906796505
2.16207,41.38789
2.16265,41.38745
2.16036,41.39114
2.16223,41.38998
